date,title_sentiment,content_sentiment,description_sentiment
2024-05-09T23:37:17Z,0.5,0.5,0.5
2024-05-09T22:30:00Z,0.5,0.5,0.5
2024-05-09T22:00:00Z,0.5,0.5375,0.5
2024-05-09T21:21:00Z,0.5,0.5653846153846154,0.75
2024-05-09T18:04:55Z,0.2,0.2875,0.5
2024-05-09T14:14:09Z,0.5,0.5828125,0.54375
2024-05-09T14:14:08Z,0.5,0.7440476190476191,0.5
2024-05-09T14:14:00Z,0.5,0.5,0.5
2024-05-09T13:55:00Z,0.5,0.6327033358798064,0.5340909090909091
2024-05-09T10:25:44Z,0.5,0.5758432276288098,0.40625
2024-05-09T09:44:04Z,0.95,0.5,0.5
2024-05-09T09:13:00Z,0.5,0.5,0.5
2024-05-09T05:42:05Z,0.5,0.455,0.425
2024-05-09T05:03:43Z,0.5,0.5,0.5
2024-05-09T05:03:33Z,0.5,0.5333333333333333,0.5
